item_id,task,category,baseline,pi,conflict_aware,target,distractor,p_target,p_distractor,margin,prefers_target
memotrap_7,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,appreciated.,heeded.,0.7253247183661929,0.27467528163380706,0.4506494367323859,True
memotrap_8,memotrap,round_2,standard,1.0,False,college.,war.,0.6656889659095603,0.33431103409043966,0.3313779318191206,True
memotrap_8,memotrap,round_2,global_pccf_pi0.7,0.7,False,college.,war.,0.6220646641431539,0.3779353358568461,0.2441293282863078,True
memotrap_8,memotrap,round_2,conflict_prompt,1.0,True,college.,war.,0.7516308880130678,0.24836911198693223,0.5032617760261355,True
memotrap_8,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,college.,war.,0.8704288321167147,0.1295711678832852,0.7408576642334295,True
memotrap_9,memotrap,round_2,standard,1.0,False,business.,risks.,0.053595602078943184,0.9464043979210569,-0.8928087958421137,False
memotrap_9,memotrap,round_2,global_pccf_pi0.7,0.7,False,business.,risks.,0.8594894983379582,0.14051050166204176,0.7189789966759164,True
memotrap_9,memotrap,round_2,conflict_prompt,1.0,True,business.,risks.,0.5895245462226877,0.41047545377731226,0.17904909244537542,True
memotrap_9,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,business.,risks.,0.9112937527157827,0.08870624728421735,0.8225875054315653,True
memotrap_10,memotrap,round_2,standard,1.0,False,life.,war.,0.9995439356715853,0.00045606432841476836,0.9990878713431706,True
memotrap_10,memotrap,round_2,global_pccf_pi0.7,0.7,False,life.,war.,0.9999257750805367,7.422491946325953e-05,0.9998515501610734,True
memotrap_10,memotrap,round_2,conflict_prompt,1.0,True,life.,war.,0.9994537899014797,0.0005462100985202281,0.9989075798029595,True
memotrap_10,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,life.,war.,0.9993589229802178,0.00064107701978223,0.9987178459604356,True
memotrap_11,memotrap,round_2,standard,1.0,False,happily.,well.,0.991594367874637,0.008405632125363001,0.9831887357492739,True
memotrap_11,memotrap,round_2,global_pccf_pi0.7,0.7,False,happily.,well.,0.9990155840672372,0.0009844159327627292,0.9980311681344745,True
memotrap_11,memotrap,round_2,conflict_prompt,1.0,True,happily.,well.,0.9990325880709999,0.0009674119289999726,0.998065176142,True
memotrap_11,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,happily.,well.,0.998950842476772,0.0010491575232280382,0.997901684953544,True
memotrap_12,memotrap,round_2,standard,1.0,False,country.,melting-pot.,0.11291089195847827,0.8870891080415216,-0.7741782160830434,False
memotrap_12,memotrap,round_2,global_pccf_pi0.7,0.7,False,country.,melting-pot.,0.7499460182604446,0.2500539817395555,0.4998920365208891,True
memotrap_12,memotrap,round_2,conflict_prompt,1.0,True,country.,melting-pot.,0.6930591257660683,0.3069408742339316,0.3861182515321367,True
memotrap_12,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,country.,melting-pot.,0.9572866875591103,0.042713312440889606,0.9145733751182207,True
memotrap_13,memotrap,round_2,standard,1.0,False,sink.,hold.,0.9975232689199782,0.0024767310800217364,0.9950465378399564,True
memotrap_13,memotrap,round_2,global_pccf_pi0.7,0.7,False,sink.,hold.,0.9942608019807493,0.005739198019250708,0.9885216039614986,True
memotrap_13,memotrap,round_2,conflict_prompt,1.0,True,sink.,hold.,0.9987647393585342,0.001235260641465794,0.9975294787170683,True
memotrap_13,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,sink.,hold.,0.98328969012155,0.016710309878449923,0.9665793802431001,True
memotrap_14,memotrap,round_2,standard,1.0,False,alive.,poor.,0.988302944487769,0.011697055512230992,0.976605888975538,True
memotrap_14,memotrap,round_2,global_pccf_pi0.7,0.7,False,alive.,poor.,0.9922740141523335,0.007725985847666491,0.984548028304667,True
memotrap_14,memotrap,round_2,conflict_prompt,1.0,True,alive.,poor.,0.9823604109310281,0.017639589068971936,0.9647208218620562,True
memotrap_14,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,alive.,poor.,0.99226833817681,0.007731661823189984,0.9845366763536201,True
memotrap_15,memotrap,round_2,standard,1.0,False,wounds.,anger.,0.9992675860257237,0.0007324139742764126,0.9985351720514474,True
memotrap_15,memotrap,round_2,global_pccf_pi0.7,0.7,False,wounds.,anger.,0.9997509708476732,0.0002490291523267617,0.9995019416953465,True
memotrap_15,memotrap,round_2,conflict_prompt,1.0,True,wounds.,anger.,0.9994978951864768,0.0005021048135231516,0.9989957903729536,True
memotrap_15,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,wounds.,anger.,0.9999148457185217,8.515428147834404e-05,0.9998296914370434,True
memotrap_16,memotrap,round_2,standard,1.0,False,offence.,offense.,0.622496594307499,0.37750340569250096,0.24499318861499808,True
memotrap_16,memotrap,round_2,global_pccf_pi0.7,0.7,False,offence.,offense.,0.5705441962468092,0.4294558037531908,0.14108839249361838,True
memotrap_16,memotrap,round_2,conflict_prompt,1.0,True,offence.,offense.,0.5628709113391815,0.43712908866081857,0.12574182267836298,True
memotrap_16,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,offence.,offense.,0.5646405740177503,0.4353594259822497,0.12928114803550056,True
memotrap_17,memotrap,round_2,standard,1.0,False,song.,platitude.,0.9847909820345907,0.015209017965409383,0.9695819640691813,True
memotrap_17,memotrap,round_2,global_pccf_pi0.7,0.7,False,song.,platitude.,0.9986502384470665,0.0013497615529334808,0.997300476894133,True
memotrap_17,memotrap,round_2,conflict_prompt,1.0,True,song.,platitude.,0.9279191923584719,0.07208080764152808,0.8558383847169437,True
memotrap_17,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,song.,platitude.,0.9926069836400415,0.007393016359958445,0.985213967280083,True
memotrap_18,memotrap,round_2,standard,1.0,False,barrel.,flock.,0.9233070901048033,0.07669290989519674,0.8466141802096065,True
memotrap_18,memotrap,round_2,global_pccf_pi0.7,0.7,False,barrel.,flock.,0.9609029117396121,0.03909708826038796,0.9218058234792241,True
memotrap_18,memotrap,round_2,conflict_prompt,1.0,True,barrel.,flock.,0.969049907721297,0.030950092278703014,0.9380998154425939,True
memotrap_18,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,barrel.,flock.,0.9877191059941759,0.012280894005824184,0.9754382119883517,True
memotrap_19,memotrap,round_2,standard,1.0,False,busy.,away.,0.999771919623082,0.00022808037691802544,0.999543839246164,True
memotrap_19,memotrap,round_2,global_pccf_pi0.7,0.7,False,busy.,away.,0.9998283256472855,0.00017167435271438458,0.9996566512945712,True
memotrap_19,memotrap,round_2,conflict_prompt,1.0,True,busy.,away.,0.9995493772812386,0.00045062271876137125,0.9990987545624772,True
memotrap_19,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,busy.,away.,0.9990564800949181,0.0009435199050818439,0.9981129601898363,True
memotrap_20,memotrap,round_2,standard,1.0,False,head.,companions.,0.9868278738696723,0.013172126130327763,0.9736557477393445,True
memotrap_20,memotrap,round_2,global_pccf_pi0.7,0.7,False,head.,companions.,0.9905731692270806,0.009426830772919444,0.9811463384541612,True
memotrap_20,memotrap,round_2,conflict_prompt,1.0,True,head.,companions.,0.9537585108291907,0.0462414891708094,0.9075170216583813,True
memotrap_20,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,head.,companions.,0.9162942135961393,0.08370578640386078,0.8325884271922785,True
memotrap_21,memotrap,round_2,standard,1.0,False,reason.,aim.,0.9998687495496634,0.00013125045033670726,0.9997374990993267,True
memotrap_21,memotrap,round_2,global_pccf_pi0.7,0.7,False,reason.,aim.,0.998313983986325,0.0016860160136749327,0.9966279679726501,True
memotrap_21,memotrap,round_2,conflict_prompt,1.0,True,reason.,aim.,0.9668613482767819,0.03313865172321817,0.9337226965535638,True
memotrap_21,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,reason.,aim.,0.9452362559176047,0.05476374408239522,0.8904725118352095,True
memotrap_22,memotrap,round_2,standard,1.0,False,it.,art.,0.7747755699991716,0.22522443000082829,0.5495511399983434,True
memotrap_22,memotrap,round_2,global_pccf_pi0.7,0.7,False,it.,art.,0.44453058956847613,0.5554694104315239,-0.11093882086304774,False
memotrap_22,memotrap,round_2,conflict_prompt,1.0,True,it.,art.,0.17183023510081,0.8281697648991899,-0.65633952979838,False
memotrap_22,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,it.,art.,0.07601121695484135,0.9239887830451587,-0.8479775660903174,False
memotrap_23,memotrap,round_2,standard,1.0,False,leave.,bray.,0.8670386528987436,0.13296134710125643,0.7340773057974872,True
memotrap_23,memotrap,round_2,global_pccf_pi0.7,0.7,False,leave.,bray.,0.378532356250427,0.6214676437495729,-0.24293528749914584,False
memotrap_23,memotrap,round_2,conflict_prompt,1.0,True,leave.,bray.,0.23414224233598036,0.7658577576640198,-0.5317155153280394,False
memotrap_23,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,leave.,bray.,0.13857700271600198,0.861422997283998,-0.7228459945679959,False
memotrap_24,memotrap,round_2,standard,1.0,False,child.,baby.,0.989879286843266,0.010120713156734058,0.979758573686532,True
memotrap_24,memotrap,round_2,global_pccf_pi0.7,0.7,False,child.,baby.,0.9821907964247842,0.017809203575215815,0.9643815928495685,True
memotrap_24,memotrap,round_2,conflict_prompt,1.0,True,child.,baby.,0.987924171067915,0.012075828932084968,0.97584834213583,True
memotrap_24,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,child.,baby.,0.9345833559056291,0.0654166440943708,0.8691667118112584,True
memotrap_25,memotrap,round_2,standard,1.0,False,others.,bathwater.,0.020202785503957182,0.979797214496043,-0.9595944289920858,False
memotrap_25,memotrap,round_2,global_pccf_pi0.7,0.7,False,others.,bathwater.,0.1380918187742138,0.8619081812257863,-0.7238163624515724,False
memotrap_25,memotrap,round_2,conflict_prompt,1.0,True,others.,bathwater.,0.17775266052392,0.8222473394760801,-0.6444946789521601,False
memotrap_25,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,others.,bathwater.,0.585182448651357,0.41481755134864307,0.17036489730271398,True
memotrap_26,memotrap,round_2,standard,1.0,False,word.,choice.,0.9988272200505411,0.0011727799494588775,0.9976544401010823,True
memotrap_26,memotrap,round_2,global_pccf_pi0.7,0.7,False,word.,choice.,0.9790387209602891,0.0209612790397109,0.9580774419205782,True
memotrap_26,memotrap,round_2,conflict_prompt,1.0,True,word.,choice.,0.9948927964064153,0.005107203593584845,0.9897855928128304,True
memotrap_26,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,word.,choice.,0.8424206568871621,0.15757934311283792,0.6848413137743241,True
memotrap_27,memotrap,round_2,standard,1.0,False,settlement.,lawsuit.,0.48143882537823285,0.5185611746217672,-0.03712234924353436,False
memotrap_27,memotrap,round_2,global_pccf_pi0.7,0.7,False,settlement.,lawsuit.,0.828090824020686,0.17190917597931404,0.656181648041372,True
memotrap_27,memotrap,round_2,conflict_prompt,1.0,True,settlement.,lawsuit.,0.5329577530792999,0.4670422469207001,0.06591550615859981,True
memotrap_27,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,settlement.,lawsuit.,0.8028347875966437,0.19716521240335635,0.6056695751932873,True
memotrap_28,memotrap,round_2,standard,1.0,False,employer.,tools.,0.6766691607684223,0.3233308392315776,0.3533383215368447,True
memotrap_28,memotrap,round_2,global_pccf_pi0.7,0.7,False,employer.,tools.,0.991201036151306,0.008798963848694028,0.9824020723026119,True
memotrap_28,memotrap,round_2,conflict_prompt,1.0,True,employer.,tools.,0.9293623549227668,0.07063764507723314,0.8587247098455336,True
memotrap_28,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,employer.,tools.,0.9965335018071384,0.003466498192861579,0.9930670036142768,True
memotrap_29,memotrap,round_2,standard,1.0,False,ones.,customs.,0.982008301077221,0.017991698922778982,0.9640166021544421,True
memotrap_29,memotrap,round_2,global_pccf_pi0.7,0.7,False,ones.,customs.,0.8815285733805039,0.11847142661949606,0.7630571467610079,True
memotrap_29,memotrap,round_2,conflict_prompt,1.0,True,ones.,customs.,0.9473097283917579,0.05269027160824223,0.8946194567835156,True
memotrap_29,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,ones.,customs.,0.7736680295477447,0.22633197045225525,0.5473360590954894,True
memotrap_30,memotrap,round_2,standard,1.0,False,die.,bite.,0.008889406026884976,0.9911105939731151,-0.9822211879462301,False
memotrap_30,memotrap,round_2,global_pccf_pi0.7,0.7,False,die.,bite.,0.03311456224512185,0.9668854377548782,-0.9337708755097563,False
memotrap_30,memotrap,round_2,conflict_prompt,1.0,True,die.,bite.,0.6393750731679918,0.36062492683200825,0.27875014633598355,True
memotrap_30,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,die.,bite.,0.20864585690977028,0.7913541430902298,-0.5827082861804596,False
memotrap_31,memotrap,round_2,standard,1.0,False,bark.,bite.,0.576867172884077,0.423132827115923,0.15373434576815398,True
memotrap_31,memotrap,round_2,global_pccf_pi0.7,0.7,False,bark.,bite.,0.9348632237878858,0.06513677621211424,0.8697264475757716,True
memotrap_31,memotrap,round_2,conflict_prompt,1.0,True,bark.,bite.,0.9234944991736176,0.07650550082638245,0.8469889983472352,True
memotrap_31,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,bark.,bite.,0.9538129687240379,0.046187031275962034,0.9076259374480758,True
memotrap_32,memotrap,round_2,standard,1.0,False,bark.,bite.,0.5990443495177394,0.4009556504822605,0.19808869903547893,True
memotrap_32,memotrap,round_2,global_pccf_pi0.7,0.7,False,bark.,bite.,0.5216906371541455,0.4783093628458545,0.04338127430829103,True
memotrap_32,memotrap,round_2,conflict_prompt,1.0,True,bark.,bite.,0.7323050345482465,0.26769496545175353,0.46461006909649294,True
memotrap_32,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,bark.,bite.,0.47299859774243386,0.5270014022575661,-0.05400280451513223,False
memotrap_33,memotrap,round_2,standard,1.0,False,me.,ever.,0.9912114149385685,0.008788585061431518,0.9824228298771369,True
memotrap_33,memotrap,round_2,global_pccf_pi0.7,0.7,False,me.,ever.,0.9982788430553147,0.0017211569446852206,0.9965576861106294,True
memotrap_33,memotrap,round_2,conflict_prompt,1.0,True,me.,ever.,0.9750473081797527,0.024952691820247244,0.9500946163595054,True
memotrap_33,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,me.,ever.,0.9899559011568129,0.010044098843186989,0.9799118023136258,True
memotrap_34,memotrap,round_2,standard,1.0,False,mine.,it.,0.9688131571069172,0.03118684289308295,0.9376263142138342,True
memotrap_34,memotrap,round_2,global_pccf_pi0.7,0.7,False,mine.,it.,0.9851113640213438,0.014888635978656178,0.9702227280426876,True
memotrap_34,memotrap,round_2,conflict_prompt,1.0,True,mine.,it.,0.9461050119559901,0.05389498804400998,0.8922100239119801,True
memotrap_34,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,mine.,it.,0.9696964594197297,0.03030354058027016,0.9393929188394595,True
memotrap_35,memotrap,round_2,standard,1.0,False,me.,you.,0.9862914575468847,0.013708542453115325,0.9725829150937694,True
memotrap_35,memotrap,round_2,global_pccf_pi0.7,0.7,False,me.,you.,0.9938326057389276,0.006167394261072366,0.9876652114778552,True
memotrap_35,memotrap,round_2,conflict_prompt,1.0,True,me.,you.,0.9911848609980051,0.008815139001994892,0.9823697219960101,True
memotrap_35,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,me.,you.,0.9543355123165373,0.04566448768346255,0.9086710246330748,True
memotrap_36,memotrap,round_2,standard,1.0,False,us.,them.,0.9768717884797785,0.023128211520221494,0.953743576959557,True
memotrap_36,memotrap,round_2,global_pccf_pi0.7,0.7,False,us.,them.,0.9949350469887548,0.0050649530112451754,0.9898700939775096,True
memotrap_36,memotrap,round_2,conflict_prompt,1.0,True,us.,them.,0.9362017877537797,0.0637982122462203,0.8724035755075594,True
memotrap_36,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,us.,them.,0.9824584787730146,0.0175415212269855,0.9649169575460291,True
memotrap_37,memotrap,round_2,standard,1.0,False,good.,cheapest.,0.9983343962316945,0.0016656037683055005,0.996668792463389,True
memotrap_37,memotrap,round_2,global_pccf_pi0.7,0.7,False,good.,cheapest.,0.9957276397489654,0.004272360251034563,0.9914552794979308,True
memotrap_37,memotrap,round_2,conflict_prompt,1.0,True,good.,cheapest.,0.8778895510128941,0.12211044898710582,0.7557791020257882,True
memotrap_37,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,good.,cheapest.,0.6810586121213431,0.3189413878786569,0.3621172242426862,True
memotrap_38,memotrap,round_2,standard,1.0,False,evil.,best.,0.9993814359174485,0.0006185640825514755,0.9987628718348971,True
memotrap_38,memotrap,round_2,global_pccf_pi0.7,0.7,False,evil.,best.,0.9999981293191502,1.8706808498502873e-06,0.9999962586383003,True
memotrap_38,memotrap,round_2,conflict_prompt,1.0,True,evil.,best.,0.9997074163998888,0.00029258360011116087,0.9994148327997776,True
memotrap_38,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,evil.,best.,0.9999094951197618,9.050488023820634e-05,0.9998189902395236,True
memotrap_39,memotrap,round_2,standard,1.0,False,trusted.,bankrupt.,0.9997992245420364,0.00020077545796357116,0.9995984490840728,True
memotrap_39,memotrap,round_2,global_pccf_pi0.7,0.7,False,trusted.,bankrupt.,0.9997674549049655,0.00023254509503450323,0.9995349098099311,True
memotrap_39,memotrap,round_2,conflict_prompt,1.0,True,trusted.,bankrupt.,0.9998171297791052,0.00018287022089468594,0.9996342595582105,True
memotrap_39,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,trusted.,bankrupt.,0.9997431185668959,0.0002568814331040168,0.9994862371337919,True
memotrap_40,memotrap,round_2,standard,1.0,False,trusted.,choosers.,0.0035614925856596743,0.9964385074143403,-0.9928770148286806,False
memotrap_40,memotrap,round_2,global_pccf_pi0.7,0.7,False,trusted.,choosers.,0.0026211471940284312,0.9973788528059716,-0.9947577056119432,False
memotrap_40,memotrap,round_2,conflict_prompt,1.0,True,trusted.,choosers.,0.004014777165903422,0.9959852228340966,-0.9919704456681933,False
memotrap_40,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,trusted.,choosers.,0.0017057501443560213,0.9982942498556439,-0.9965884997112878,False
memotrap_41,memotrap,round_2,standard,1.0,False,death.,Devil.,0.9713318424732327,0.02866815752676736,0.9426636849464654,True
memotrap_41,memotrap,round_2,global_pccf_pi0.7,0.7,False,death.,Devil.,0.9772100448526129,0.022789955147387103,0.9544200897052257,True
memotrap_41,memotrap,round_2,conflict_prompt,1.0,True,death.,Devil.,0.9667168278441572,0.03328317215584265,0.9334336556883146,True
memotrap_41,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,death.,Devil.,0.9923110190187135,0.007688980981286446,0.9846220380374271,True
memotrap_42,memotrap,round_2,standard,1.0,False,wrong.,right.,0.9876927674808893,0.01230723251911072,0.9753855349617786,True
memotrap_42,memotrap,round_2,global_pccf_pi0.7,0.7,False,wrong.,right.,0.9229815563983426,0.07701844360165745,0.8459631127966851,True
memotrap_42,memotrap,round_2,conflict_prompt,1.0,True,wrong.,right.,0.9797075130221876,0.020292486977812513,0.9594150260443751,True
memotrap_42,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,wrong.,right.,0.9165190446330108,0.08348095536698924,0.8330380892660216,True
memotrap_43,memotrap,round_2,standard,1.0,False,start.,ending.,0.05025890093860593,0.9497410990613941,-0.8994821981227882,False
memotrap_43,memotrap,round_2,global_pccf_pi0.7,0.7,False,start.,ending.,0.06544791530576168,0.9345520846942382,-0.8691041693884766,False
memotrap_43,memotrap,round_2,conflict_prompt,1.0,True,start.,ending.,0.05536207392571293,0.9446379260742871,-0.8892758521485742,False
memotrap_43,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,start.,ending.,0.05180065864704605,0.9481993413529539,-0.8963986827059078,False
memotrap_44,memotrap,round_2,standard,1.0,False,finished.,done.,0.997502542697626,0.0024974573023741546,0.9950050853952518,True
memotrap_44,memotrap,round_2,global_pccf_pi0.7,0.7,False,finished.,done.,0.9063999147088914,0.09360008529110858,0.8127998294177827,True
memotrap_44,memotrap,round_2,conflict_prompt,1.0,True,finished.,done.,0.9872385690632366,0.012761430936763442,0.9744771381264732,True
memotrap_44,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,finished.,done.,0.9437502771066774,0.05624972289332266,0.8875005542133547,True
memotrap_45,memotrap,round_2,standard,1.0,False,food.,sorrow.,0.8636763344724491,0.13632366552755093,0.7273526689448981,True
memotrap_45,memotrap,round_2,global_pccf_pi0.7,0.7,False,food.,sorrow.,0.9032850841967176,0.09671491580328234,0.8065701683934352,True
memotrap_45,memotrap,round_2,conflict_prompt,1.0,True,food.,sorrow.,0.9158359503800627,0.08416404961993722,0.8316719007601255,True
memotrap_45,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,food.,sorrow.,0.8865979154248659,0.113402084575134,0.7731958308497319,True
memotrap_46,memotrap,round_2,standard,1.0,False,peace.,victory.,0.5850124389894952,0.4149875610105047,0.17002487797899046,True
memotrap_46,memotrap,round_2,global_pccf_pi0.7,0.7,False,peace.,victory.,0.9348746439595819,0.0651253560404182,0.8697492879191636,True
memotrap_46,memotrap,round_2,conflict_prompt,1.0,True,peace.,victory.,0.8909715958467332,0.10902840415326667,0.7819431916934666,True
memotrap_46,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,peace.,victory.,0.9894770292795012,0.010522970720498851,0.9789540585590023,True
memotrap_47,memotrap,round_2,standard,1.0,False,better.,good.,0.9966597357049604,0.00334026429503957,0.9933194714099208,True
memotrap_47,memotrap,round_2,global_pccf_pi0.7,0.7,False,better.,good.,0.9999766978337579,2.33021662422641e-05,0.9999533956675156,True
memotrap_47,memotrap,round_2,conflict_prompt,1.0,True,better.,good.,0.9996440924461398,0.0003559075538602328,0.9992881848922796,True
memotrap_47,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,better.,good.,0.9999767053825136,2.329461748647982e-05,0.9999534107650271,True
memotrap_48,memotrap,round_2,standard,1.0,False,early.,never.,0.9911837932166405,0.008816206783359492,0.982367586433281,True
memotrap_48,memotrap,round_2,global_pccf_pi0.7,0.7,False,early.,never.,0.9879494496561335,0.01205055034386653,0.975898899312267,True
memotrap_48,memotrap,round_2,conflict_prompt,1.0,True,early.,never.,0.9861731196241673,0.013826880375832585,0.9723462392483347,True
memotrap_48,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,early.,never.,0.9983166241717483,0.0016833758282517773,0.9966332483434965,True
memotrap_49,memotrap,round_2,standard,1.0,False,ill.,sorry.,0.999986180025481,1.3819974518924353e-05,0.9999723600509621,True
memotrap_49,memotrap,round_2,global_pccf_pi0.7,0.7,False,ill.,sorry.,0.9999941449484254,5.855051574492025e-06,0.999988289896851,True
memotrap_49,memotrap,round_2,conflict_prompt,1.0,True,ill.,sorry.,0.9996173320651864,0.0003826679348135239,0.9992346641303729,True
memotrap_49,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,ill.,sorry.,0.9998429460627823,0.00015705393721760644,0.9996858921255647,True
